"long","lat","County","State"
"-89.9170252516192","40.2396296501387","mason","illinois"
"-88.0036544991246","42.3232389753746","lake","illinois"
"-88.0855825971404","41.8518980167835","dupage","illinois"
"-89.1266296299655","37.223162262352","pulaski","illinois"
"-88.5407465501185","37.7530612413213","saline","illinois"
"-89.4105212463451","38.3521949694126","washington","illinois"
"-88.4523284865098","42.3243526697077","mchenry","illinois"
"-89.3374504802406","37.1914365190974","alexander","illinois"
"-89.366992433007","38.0837240548181","perry","illinois"
"-87.7328196951148","40.1830380118243","vermilion","illinois"
"-88.8233665986444","42.322971110445","boone","illinois"
"-88.9240093548917","38.30046843721","jefferson","illinois"
"-88.8474151004893","40.4908469024177","mclean","illinois"
"-88.4255990377801","38.4295264148199","wayne","illinois"
"-91.1884673963834","39.9877502430804","adams","illinois"
"-90.1772160058595","38.2784810131061","monroe","illinois"
"-88.9189927145977","38.6495141835946","marion","illinois"
"-90.2132380141861","40.931668131205","knox","illinois"
"-88.0851218972924","38.7123166006045","richland","illinois"
"-90.3565798030728","39.0855095863971","jersey","illinois"
"-88.5391090293948","38.0814497335861","hamilton","illinois"
"-88.707468511702","37.2189026427378","massac","illinois"
"-90.7413279756705","41.205389871816","mercer","illinois"
"-89.2857689986016","41.2044675276302","putnam","illinois"
"-87.8619620794145","41.1377813247743","kankakee","illinois"
"-87.726811466415","38.7199306806965","lawrence","illinois"
"-88.2173656826589","39.7694877934876","douglas","illinois"
"-88.9041327879243","40.1746431146856","de witt","illinois"
"-88.4287889554987","41.590528633631","kendall","illinois"
"-88.4184901669262","41.2849941192013","grundy","illinois"
"-89.9244610214853","39.2607698881381","macoupin","illinois"
"-88.9299191940496","37.7302489571254","williamson","illinois"
"-89.382046590392","37.7850515015129","jackson","illinois"
"-89.5134742171114","40.5074458562537","tazewell","illinois"
"-91.1648100271718","40.4036235350519","hancock","illinois"
"-89.3003305724612","41.7461604330784","lee","illinois"
"-88.7703239103299","41.8932150560957","dekalb","illinois"
"-90.2124410962964","42.3657918209231","jo daviess","illinois"
"-87.8243339435707","40.7470354143157","iroquois","illinois"
"-87.7455921318752","39.6784270603582","edgar","illinois"
"-89.9141227961093","41.7562233191176","whiteside","illinois"
"-89.4787918071441","39.2309094833595","montgomery","illinois"
"-89.2772486581552","39.545687636516","christian","illinois"
"-88.2218168683719","39.5202913670496","coles","illinois"
"-90.7503436857782","39.9617443694556","brown","illinois"
"-88.4902155113412","38.7541316539234","clay","illinois"
"-89.5287230825002","41.4041048693143","bureau","illinois"
"-89.8251001107981","38.0520686435924","randolph","illinois"
"-88.8054149227885","39.3910913541577","shelby","illinois"
"-89.9342390110613","42.0687569827101","carroll","illinois"
"-89.9048666085038","38.8297264150953","madison","illinois"
"-88.5911587961859","40.0101196264524","piatt","illinois"
"-87.9784536042821","41.4449741245954","will","illinois"
"-88.8860071901522","41.3436594842329","lasalle","illinois"
"-88.2667806906478","37.5181644274264","hardin","illinois"
"-89.7600500734684","40.7879160769632","peoria","illinois"
"-89.320631570219","42.0426489594852","ogle","illinois"
"-89.2551091565007","37.471274674943","union","illinois"
"-88.5575400276456","40.8914653284733","livingston","illinois"
"-89.211088230474","40.7882278041285","woodford","illinois"
"-90.2076104901784","40.4725839114357","fulton","illinois"
"-88.5898319791227","39.0597525095525","effingham","illinois"
"-87.7594921849361","39.0026526009466","crawford","illinois"
"-88.9615738795564","39.8598927887786","macon","illinois"
"-89.0241315116724","39.0000524479631","fayette","illinois"
"-88.6192370671258","39.6413925303207","moultrie","illinois"
"-88.179609447206","38.0873845740597","white","illinois"
"-90.6149875225195","40.1580834335267","schuyler","illinois"
"-90.6672971303439","39.1689906128176","calhoun","illinois"
"-90.9252304139771","40.8178873942094","henderson","illinois"
"-90.2013137678971","39.7155052846873","morgan","illinois"
"-90.1314891226231","41.3530374404068","henry","illinois"
"-88.2402036234855","39.273374251285","cumberland","illinois"
"-90.3905336286453","39.356115023833","greene","illinois"
"-88.230526384435","37.7627262169789","gallatin","illinois"
"-88.2233482087453","40.5968267454333","ford","illinois"
"-90.8862241533394","39.6224439645419","pike","illinois"
"-87.7877386494011","39.3335664653623","clark","illinois"
"-89.7974869892179","41.093349447454","stark","illinois"
"-88.5614831125029","37.4125379892338","pope","illinois"
"-88.8809750938779","37.4596133307423","johnson","illinois"
"-88.9241849653596","37.9922919823254","franklin","illinois"
"-89.4355414783225","38.8867896573971","bond","illinois"
"-88.1991717281702","40.1398613505772","champaign","illinois"
"-90.6150256700518","40.8486163862886","warren","illinois"
"-89.3674441414802","40.124429589326","logan","illinois"
"-89.1608115375523","42.3361974313463","winnebago","illinois"
"-89.3446972849023","41.0332349061585","marshall","illinois"
"-87.4182818183425","38.6889449134264","knox","indiana"
"-85.5051325086718","41.1393322097553","whitley","indiana"
"-87.3821276883399","41.4164805624632","lake","indiana"
"-87.584604812731","38.3118950141259","gibson","indiana"
"-86.0375097245656","38.9064044123443","jackson","indiana"
"-86.1113592067014","38.1949569878477","harrison","indiana"
"-86.495079942391","38.5417252514544","orange","indiana"
"-87.2320875242274","38.3987195660743","pike","indiana"
"-87.0720741938217","38.7022841208814","daviess","indiana"
"-86.6380217388326","38.0795374304589","perry","indiana"
"-86.4751380582768","40.3016917095239","clinton","indiana"
"-87.272166359106","38.0921246415729","warrick","indiana"
"-85.7073758133831","38.4771653343737","clark","indiana"
"-85.2212699300697","40.7290411180826","wells","indiana"
"-86.451681397923","38.2923595168927","crawford","indiana"
"-87.0079179583803","38.0139724225296","spencer","indiana"
"-84.9733201466225","39.1451016135451","dearborn","indiana"
"-87.8685582935806","38.0216436311061","posey","indiana"
"-86.1053312340105","38.5999155389327","washington","indiana"
"-86.4834355106217","38.841103224161","lawrence","indiana"
"-86.8798404369505","38.3642165107419","dubois","indiana"
"-87.0671534980848","41.4601292914545","porter","indiana"
"-86.4462406685711","39.4815162513276","morgan","indiana"
"-84.9366227762565","40.7455233880351","adams","indiana"
"-86.8449823435984","39.666118250695","putnam","indiana"
"-85.1787096049706","39.6400076888325","fayette","indiana"
"-86.8377414931757","39.3127407876597","owen","indiana"
"-85.0098702868052","39.8643710015787","wayne","indiana"
"-86.2898703519254","41.6166233014849","st. joseph","indiana"
"-86.3458580296678","40.7614242464271","cass","indiana"
"-86.6477422951378","41.2809120043005","starke","indiana"
"-87.4639503980218","39.8534879936716","vermillion","indiana"
"-86.8656321515866","40.7496996471094","white","indiana"
"-85.0114384259279","40.1575465311812","randolph","indiana"
"-86.8030810688326","38.7078791132384","martin","indiana"
"-84.9651936643738","38.9501576683247","ohio","indiana"
"-84.925135277921","39.6255358999958","union","indiana"
"-85.793984198499","40.8455244457131","wabash","indiana"
"-85.3964627162645","39.931001066467","henry","indiana"
"-85.6547245533443","40.5157963044319","grant","indiana"
"-87.3975720744475","40.9556165129329","newton","indiana"
"-87.3534475871451","40.3468748472146","warren","indiana"
"-86.7401043561977","41.545795173586","laporte","indiana"
"-86.263592915831","41.0469602189523","fulton","indiana"
"-87.5858832784326","38.0247910005857","vanderburgh","indiana"
"-85.3968982836637","40.2274688253","delaware","indiana"
"-87.2063457522853","39.7735268965505","parke","indiana"
"-85.7474814071139","38.6850520929139","scott","indiana"
"-85.4386393671243","38.7857870762344","jefferson","indiana"
"-85.7916812129011","39.5235783760851","shelby","indiana"
"-87.2420576874102","40.1207670676619","fountain","indiana"
"-86.698767532863","41.0418280095295","pulaski","indiana"
"-86.4687124440659","40.0508086138707","boone","indiana"
"-85.7732742434144","39.8235283270011","hancock","indiana"
"-86.5099783708941","39.7694572838096","hendricks","indiana"
"-86.0520437599869","40.0724267532521","hamilton","indiana"
"-85.3248054023313","40.4735811662098","blackford","indiana"
"-85.0057066200966","40.4379180111998","jay","indiana"
"-85.8607371235053","41.2439465606765","kosciusko","indiana"
"-86.0449743226107","40.7692565707376","miami","indiana"
"-85.8976490860271","39.2059176032235","bartholomew","indiana"
"-85.6281279279178","38.9968619754461","jennings","indiana"
"-85.2624692009083","39.1033476675772","ripley","indiana"
"-85.4174581486749","41.3985838836793","noble","indiana"
"-86.1384803589308","39.7816548313179","marion","indiana"
"-85.4881440840487","40.8291033679678","huntington","indiana"
"-86.2617615822971","41.3247891061362","marshall","indiana"
"-87.1161967413522","41.0227397971537","jasper","indiana"
"-85.4264718538369","41.6426318672457","lagrange","indiana"
"-87.310906856284","40.6062438286639","benton","indiana"
"-84.9990728272033","41.3975411868958","dekalb","indiana"
"-85.9070226377511","38.3187389754608","floyd","indiana"
"-86.0518527831698","40.3113575773276","tipton","indiana"
"-85.8587250583494","41.5973012330881","elkhart","indiana"
"-87.1158084833568","39.3925941085699","clay","indiana"
"-86.5230852606924","39.1608003874635","monroe","indiana"
"-86.8933080286713","40.0402904461582","montgomery","indiana"
"-85.0601992746235","39.4148792304191","franklin","indiana"
"-85.0008342298086","41.6438761918934","steuben","indiana"
"-86.9620400961357","39.0363664535107","greene","indiana"
"-85.7193524775747","40.1614509743597","madison","indiana"
"-85.5012140190317","39.3069525875315","decatur","indiana"
"-87.4146884080241","39.0887532650592","sullivan","indiana"
"-86.2273592527659","39.1961319782873","brown","indiana"
"-86.1169353271468","40.4836536759653","howard","indiana"
"-85.4657487228865","39.6198745624414","rush","indiana"
"-86.8940710732363","40.3885236192216","tippecanoe","indiana"
"-85.0665982100238","41.0908188938727","allen","indiana"
"-87.3900186687892","39.4305307991582","vigo","indiana"
"-86.5634188534415","40.5827935552321","carroll","indiana"
"-85.0369957231132","38.8262433986596","switzerland","indiana"
"-86.1016312500687","39.4899116013298","johnson","indiana"
"-92.7914756360872","42.4018118489773","grundy","iowa"
"-96.2140585907698","42.7378685042831","plymouth","iowa"
"-93.3277255352716","41.0293502556873","lucas","iowa"
"-94.6403491618567","42.3851160287069","calhoun","iowa"
"-91.4792559360878","40.6419101276898","lee","iowa"
"-90.6232800060298","41.6371052054508","scott","iowa"
"-92.7890324732401","43.3563852344841","mitchell","iowa"
"-93.2608286029491","43.3774023262092","worth","iowa"
"-94.9278366457082","41.3314178990256","cass","iowa"
"-90.5319751311894","41.8981256479081","clinton","iowa"
"-94.6781303782162","43.0819958243755","palo alto","iowa"
"-94.6785132168101","43.3780481007189","emmet","iowa"
"-92.1786328370296","41.336385748773","keokuk","iowa"
"-91.8378357833134","42.4707218299064","buchanan","iowa"
"-91.7178502357094","41.3355184735077","washington","iowa"
"-93.5734996275777","41.68542406067","polk","iowa"
"-92.9987880667132","42.0357638699678","marshall","iowa"
"-94.0397313779809","41.6847773207983","dallas","iowa"
"-92.7901877774256","42.7314853245203","butler","iowa"
"-95.1509228383199","43.0824980780112","clay","iowa"
"-91.1815292517276","40.9230951871871","des moines","iowa"
"-95.1501650430334","40.7390821180893","page","iowa"
"-91.3673266316776","42.4711264243554","delaware","iowa"
"-94.9057781788694","41.6844710715221","audubon","iowa"
"-95.1563743851008","41.0301350639615","montgomery","iowa"
"-93.7067558335273","42.383693182029","hamilton","iowa"
"-91.8436882015686","43.2905263879847","winneshiek","iowa"
"-92.3180464453557","42.7745753952092","bremer","iowa"
"-92.5325456488785","42.0796436585913","tama","iowa"
"-93.9316394525588","42.0364324486288","boone","iowa"
"-91.5445331111873","40.9878607985573","henry","iowa"
"-93.5613502701867","41.33430116555","warren","iowa"
"-95.5422666348929","41.336688468033","pottawattamie","iowa"
"-91.5880258571609","41.6714128795603","johnson","iowa"
"-91.5990317765829","42.0787955898339","linn","iowa"
"-90.8824894489785","42.4687699933371","dubuque","iowa"
"-93.4650438169388","42.0361569790252","story","iowa"
"-94.8605256660792","42.0361261578802","carroll","iowa"
"-92.4094565945178","41.0305730353169","wapello","iowa"
"-95.1508155674567","43.3779791291411","dickinson","iowa"
"-93.2608193714334","43.0814789109623","cerro gordo","iowa"
"-92.6409129004612","41.3351341485431","mahaska","iowa"
"-91.1324393153585","41.7722440015471","cedar","iowa"
"-92.5314581172511","41.6863647471497","poweshiek","iowa"
"-93.7342766939771","43.0818260114339","hancock","iowa"
"-93.7851936773322","41.029018621782","clarke","iowa"
"-93.7341552779393","43.3775863056353","winnebago","iowa"
"-93.3273674039194","40.7394135661874","wayne","iowa"
"-96.1778653482761","43.0826120352085","sioux","iowa"
"-94.6787486772071","42.7340763389392","pocahontas","iowa"
"-95.6212902323536","41.0334397405876","mills","iowa"
"-96.04465763064","42.3897473616617","woodbury","iowa"
"-95.6238078816761","42.7355370596426","cherokee","iowa"
"-91.1127953721231","41.4839563523059","muscatine","iowa"
"-95.1053160836509","42.3861684824742","sac","iowa"
"-93.240366545064","42.3837930176114","hardin","iowa"
"-95.9597651105815","42.0516238448214","monona","iowa"
"-94.6991864975856","41.0289693208526","adams","iowa"
"-91.3412723930741","42.8446043519435","clayton","iowa"
"-95.6046457106155","40.7455360274869","fremont","iowa"
"-92.8689564578843","41.0297711321975","monroe","iowa"
"-94.0155670377907","41.330640173091","madison","iowa"
"-92.3176615947693","43.0600010106645","chickasaw","iowa"
"-95.623697131221","43.3785878308912","osceola","iowa"
"-93.2624723374079","42.7324629931669","franklin","iowa"
"-92.3088045838117","42.470020418036","black hawk","iowa"
"-94.2067131475147","43.2037328215858","kossuth","iowa"
"-92.4097270804097","40.7476542209001","davis","iowa"
"-93.0994496448825","41.3343640041435","marion","iowa"
"-94.1816993782954","42.4277560330096","webster","iowa"
"-94.6963847307968","40.7373329126218","taylor","iowa"
"-92.0655174414933","41.6862392583005","iowa","iowa"
"-94.2071834030843","42.7764394799895","humboldt","iowa"
"-92.0657430939469","42.080011984411","benton","iowa"
"-91.3780141395811","43.2841509172118","allamakee","iowa"
"-90.5741549376781","42.1717609719805","jackson","iowa"
"-95.1511374938594","42.7354194244126","buena vista","iowa"
"-95.8167943234106","41.6828121024546","harrison","iowa"
"-92.8686364557756","40.7431210712588","appanoose","iowa"
"-95.5134356027718","42.3867719045413","ida","iowa"
"-91.1314559380019","42.1211443292731","jones","iowa"
"-95.3101380743847","41.6850043411377","shelby","iowa"
"-95.6249110388532","43.083681217773","o'brien","iowa"
"-91.9499785985768","40.7531992235259","van buren","iowa"
"-91.9488899270741","41.0317662125779","jefferson","iowa"
"-93.7351433043761","42.7330177396188","wright","iowa"
"-91.8443303252849","42.8624222150468","fayette","iowa"
"-93.0537360203312","41.6859898587885","jasper","iowa"
"-95.3819662916311","42.037166101676","crawford","iowa"
"-96.2101740377003","43.3806027287391","lyon","iowa"
"-92.7890023892308","43.0598746782179","floyd","iowa"
"-92.3171883584051","43.3567451964209","howard","iowa"
"-94.501020877449","41.6836727397905","guthrie","iowa"
"-94.2439767354517","40.7351109220074","ringgold","iowa"
"-94.3967845088397","42.0361806515534","greene","iowa"
"-93.7862795831257","40.7376444906298","decatur","iowa"
"-94.2423630572017","41.0277183169856","union","iowa"
"-91.259437293374","41.2184840214692","louisa","iowa"
"-94.4709397680853","41.3306652229585","adair","iowa"
"-89.568584670493","37.0529442697921","scott","missouri"
"-90.0910735103364","36.2716452235647","dunklin","missouri"
"-93.5685457745175","40.4222776729896","mercer","missouri"
"-89.6845034514199","37.3838979757845","cape girardeau","missouri"
"-92.5209675514036","40.4702320921404","schuyler","missouri"
"-94.3461870220593","39.0084197246523","jackson","missouri"
"-93.5051917191401","39.4269219216153","carroll","missouri"
"-92.7658346526165","38.0270299110764","camden","missouri"
"-90.3450314834534","37.4779974632757","madison","missouri"
"-90.4064964270392","36.7162795747029","butler","missouri"
"-92.1480690528425","40.1281377341727","knox","missouri"
"-93.0161183038961","40.4790279002507","putnam","missouri"
"-89.824398403027","37.7071804768243","perry","missouri"
"-94.8020217289693","39.9834650054489","andrew","missouri"
"-90.9600230951292","39.0579958318689","lincoln","missouri"
"-94.3399728713634","38.257173152731","bates","missouri"
"-92.0766381189986","39.7977283990641","shelby","missouri"
"-90.675257788648","38.7820127061915","st. charles","missouri"
"-93.2019524917941","39.1367657265994","saline","missouri"
"-89.6519439603925","36.5944981522827","new madrid","missouri"
"-94.3548313532674","38.6469161896256","cass","missouri"
"-91.4005084006291","37.1571741326379","shannon","missouri"
"-92.9625339358496","39.5150035868053","chariton","missouri"
"-89.944331579807","36.8554621820824","stoddard","missouri"
"-95.215365810975","40.094324939387","holt","missouri"
"-90.4436383436189","38.6406201479759","st. louis","missouri"
"-90.5376078336491","38.2609006329133","jefferson","missouri"
"-92.3096633016544","38.9903404962431","boone","missouri"
"-93.8502650488727","37.4320232482792","dade","missouri"
"-91.9261932441446","38.8353609360924","callaway","missouri"
"-90.8638601965053","36.6527913660844","ripley","missouri"
"-94.3405790376144","37.20355741557","jasper","missouri"
"-90.2451124482799","38.6358240725298","st. louis","missouri"
"-92.4987788536531","36.9327564190508","douglas","missouri"
"-91.8865703075637","36.7737563595862","howell","missouri"
"-93.9920414983963","40.3544891521509","harrison","missouri"
"-93.7855444086567","39.0655602775752","lafayette","missouri"
"-93.4005095328248","37.6164035334767","polk","missouri"
"-93.7759452593562","38.0371634285844","st. clair","missouri"
"-91.5221450543632","39.5275948146512","ralls","missouri"
"-92.8101381666283","38.8435321365689","cooper","missouri"
"-91.8415125302027","39.2158682694012","audrain","missouri"
"-93.9899072312916","39.3522616738705","ray","missouri"
"-92.4686930690064","37.2700291412694","wright","missouri"
"-92.147062495827","40.4525382258852","scotland","missouri"
"-91.5078243699586","37.6066002826242","dent","missouri"
"-91.1713087858222","39.343803439229","pike","missouri"
"-94.4099170106919","40.2120092642344","gentry","missouri"
"-92.2815870363194","38.5053494364647","cole","missouri"
"-92.6007244704303","40.1905464899423","adair","missouri"
"-91.4703087422694","38.9413150024774","montgomery","missouri"
"-93.2851283439704","38.7281540183785","pettis","missouri"
"-94.4047131179422","39.8931315066932","dekalb","missouri"
"-93.1114970800609","40.2105624612349","sullivan","missouri"
"-89.7854655173719","36.2112712534537","pemiscot","missouri"
"-93.041152940374","36.6547629093428","taney","missouri"
"-93.8329433678469","37.106295693848","lawrence","missouri"
"-93.3419637847533","37.2580402500667","greene","missouri"
"-92.5645304602038","39.8306918606518","macon","missouri"
"-90.8773721883669","37.9615337791926","washington","missouri"
"-91.9649603084696","37.3171025171248","texas","missouri"
"-94.8833371855929","40.3606303944472","nodaway","missouri"
"-92.207611850046","37.8244983243371","pulaski","missouri"
"-93.9854790463889","39.9606755969195","daviess","missouri"
"-93.5482395177152","39.7820268048556","livingston","missouri"
"-94.7736846293865","39.3801944676302","platte","missouri"
"-92.5901847797319","37.6582580167518","laclede","missouri"
"-90.4721205268421","37.8101224833475","st. francois","missouri"
"-90.7731399475931","37.5550442120324","iron","missouri"
"-92.8758525877771","37.2807712831575","webster","missouri"
"-94.4220570210954","40.4791313106716","worth","missouri"
"-94.3470997340689","37.5023226463167","barton","missouri"
"-95.4280182687147","40.4307912240664","atchison","missouri"
"-91.9249143734994","38.1616637773403","maries","missouri"
"-93.5653580959156","40.1138766499035","grundy","missouri"
"-93.8064358267973","38.7440433607497","johnson","missouri"
"-92.8858818977643","38.4235510571579","morgan","missouri"
"-93.3208116534068","37.9408047544173","hickory","missouri"
"-94.3424384123141","37.8505010811725","vernon","missouri"
"-94.3392510504698","36.9055190947404","newton","missouri"
"-91.7382483931861","40.4102670282598","clark","missouri"
"-93.7927493128535","38.3851437494298","henry","missouri"
"-92.4446822606041","36.6493683894389","ozark","missouri"
"-91.7925991498137","37.8770113329166","phelps","missouri"
"-90.9689153371894","37.3620901398041","reynolds","missouri"
"-91.3038909497773","37.9761896618802","crawford","missouri"
"-91.8619869619495","38.4602915868175","osage","missouri"
"-93.1072103059324","39.8701542865087","linn","missouri"
"-89.2911349514202","36.827970231769","mississippi","missouri"
"-93.1887142834334","36.9696278653394","christian","missouri"
"-90.1943713417034","37.8943572028806","ste. genevieve","missouri"
"-90.0260114286491","37.321909777297","bollinger","missouri"
"-91.1606162396793","38.7645618613541","warren","missouri"
"-92.4970449403355","39.4400619296493","randolph","missouri"
"-91.7220910210593","40.0968401547224","lewis","missouri"
"-93.4559541416179","36.746697887423","stone","missouri"
"-91.0749094745159","38.4110862696041","franklin","missouri"
"-94.4209339813778","39.3104556414278","clay","missouri"
"-91.4033647362148","36.6866140810374","oregon","missouri"
"-93.0236919679938","37.6802496034786","dallas","missouri"
"-94.8059915618515","39.6597329738441","buchanan","missouri"
"-93.8290527727563","36.7097426776359","barry","missouri"
"-94.3483333004935","36.6287241512007","mcdonald","missouri"
"-93.8565472183037","37.7238219228536","cedar","missouri"
"-90.9622708512799","36.9412726215028","carter","missouri"
"-90.4614070590278","37.1126005366519","wayne","missouri"
"-91.6224250212919","39.8059306397429","marion","missouri"
"-94.4045908466356","39.6017326264253","clinton","missouri"
"-92.0007781181453","39.4954640281117","monroe","missouri"
"-92.5831850904446","38.6326565442738","moniteau","missouri"
"-91.5079649491032","38.4405717159984","gasconade","missouri"
"-93.9827198617628","39.6557408439166","caldwell","missouri"
"-93.2879288691751","38.2946760648082","benton","missouri"
"-92.6963165844794","39.1424359517755","howard","missouri"
"-92.4282639219196","38.2144488001848","miller","missouri"
